x,y,z,type,volume
2628.728,5622.896,0,BC,2623.0
2775.176,5399.152,0,Rod,1662.5
3611.232,5246.062,0,Rod,2083.0
3808.37,5285.968,0,Rod,2320.0
4408.424,5461.938,0,Cone,3093.5
4806.804,5677.922,0,Cone,5349.5
5015.39,6220.628,0,BC,5354.0
7179.01,6027.972,0,Rod,3041.5
7110.484,5563.512,0,Rod,3489.5
7123.066,5298.766,0,Rod,2031.0
7219.332,4990.08,0,Rod,2227.0
7208.316,5940.4,0,AC,3796.0
7207.992,6070.794,0,Rod,3421.5
7609.018,4589.81,0,Rod,2541.0
7608.262,4691.422,0,AC,3550.0
8412.582,4219.008,0,Rod,3857.0
9013.068,4429.7,0,AC,4410.0
9415.606,4698.28,0,AC,2219.5
9614.31,4648.654,0,Rod,4068.0
-34.328,-3382.882,0,Rod,2922.0
-88.166,-3561.768,0,Rod,2239.0
412.906,-2767.06,0,Rod,2477.5
811.124,-2626.93,0,AC,3898.0
1209.342,-2452.31,0,BC,5156.5
1214.904,-2379.912,0,Rod,2787.5
1412.366,-2399.984,0,BC,1821.0
1691.53,-2414.888,0,AC,4847.0
1812.474,-2311.008,0,Rod,2993.0
1852.974,-2402.198,0,RGC,6213.5
2045.36,-2429.792,0,AC,8176.5
2213.338,-2630.008,0,BC,6792.0
2478.678,-2877.744,0,RGC,4732.0
2691.584,-2994.476,0,AC,5737.5
2841.634,-3202.036,0,MG,2263.5
3009.72,-3613.646,0,Rod,2570.0
4632.886,-4167.87,0,Rod,2452.0
4623.004,-4306.31,0,Rod,2736.0
4814.04,-3571.542,0,Rod,3042.5
5011.448,-3416.94,0,BC,3295.5
5213.986,-3221.476,0,MG,5038.0
5209.828,-3175.754,0,Rod,1962.0
5672.306,-3005.816,0,AC,8074.0
5819.44,-2786.176,0,Rod,1773.0
6016.578,-2813.538,0,BC,2729.5
6017.388,-2762.416,0,Rod,4973.5
6216.578,-2785.528,0,Rod,5825.5
6217.604,-2814.024,0,BC,3729.0
6465.124,-2794.368,0,AC,5960.0
6614.472,-2816.292,0,AC,4277.5
6815.876,-3038.108,0,AC,3642.0
6812.636,-2964.576,0,Rod,3195.5
7009.558,-3111.71,0,Rod,3718.0
7256.376,-3412.134,0,RGC,3177.5
7211.07,-3225.202,0,Rod,4594.0
7417.334,-3349.294,0,Rod,4033.5
7413.284,-3431.196,0,Rod,7555.0
7484.888,-3591.938,0,AC,3775.5
7627.432,-3816.67,0,AC,2647.5
8834.992,-211.81,0,Cone,1991.5
8834.83,230.348,0,RGC,3489.0
8966.428,909.674,0,Rod,3823.5
9123.606,1303.788,0,AC,3103.0
9014.202,1038.502,0,Rod,2227.0
9016.308,-369.004,0,AC,3833.5
9007.398,-481.848,0,Rod,3569.0
9046.602,-620.99,0,Rod,2533.0
9344.396,-990.426,0,Rod,1572.0
9216.362,1202.392,0,AC,4387.5
9273.656,1413.932,0,Rod,2701.0
9438.124,1362.864,0,RGC,3719.5
9410.908,-923.806,0,AC,3951.0
9617.55,1627.702,0,Rod,2050.0
9812.852,1682.404,0,Rod,6026.0
